user_id;with_flow;regular;with_flow_listened;regular_listened
8516;10;79;8;58
8517;166;44;75;39
8518;175;15;173;14
8519;66;57;11;40
8520;0;57;0;54
8521;26;94;20;74
8522;25;104;16;80
8523;66;129;65;128
8524;48;146;16;79
8525;191;24;36;12
8526;18;125;12;106
8527;1;101;0;47
8528;132;104;130;102
8529;0;29;0;28
8530;18;206;2;120
8531;4;75;2;48
8532;2;131;0;64
8533;1;72;1;65
8534;42;205;38;133
8535;6;115;1;80
8536;61;175;58;167
8537;29;154;15;125
8538;6;231;0;23
8539;0;102;0;76
8540;190;19;57;13
8541;201;0;201;0
8542;4;147;1;108
8543;85;100;4;31
8544;14;98;9;74
8545;15;187;13;125
8546;0;103;0;86
8547;138;40;104;31
8548;121;50;114;49
8549;24;26;19;25
8550;1;59;0;58
8551;0;126;0;33
8552;165;60;141;45
8553;0;155;0;135
8554;194;36;26;8
8555;18;155;13;135
8556;24;174;16;165
8557;79;70;45;48
8558;0;143;0;143
8559;12;153;3;138
8560;3;87;1;65
8561;75;34;64;20
8562;3;95;1;44
8563;127;47;122;28
8564;52;53;11;33
8565;0;123;0;56
8566;44;167;27;135
8567;23;64;16;61
8568;0;193;0;175
8569;62;86;8;34
8570;0;134;0;125
8571;105;99;83;55
8572;37;102;9;67
8573;67;140;45;73
8574;96;121;47;102
8575;71;121;24;37
8576;19;173;14;97
8577;3;127;0;120
8578;110;88;55;28
8579;116;107;62;48
8580;119;86;68;43
8581;60;143;22;57
8582;0;70;0;68
8583;8;181;6;168
8584;0;145;0;127
8585;61;134;30;89
8586;41;141;34;85
8587;148;68;116;48
8588;88;133;80;130
8589;128;50;104;45
8590;106;120;38;78
8591;63;43;32;33
8592;166;55;55;28
8593;1;185;0;118
8594;101;124;93;111
8595;37;170;9;17
8596;33;214;20;203
8597;172;14;67;7
8598;99;98;78;88
8599;0;66;0;53
8600;195;4;50;3
8601;3;58;0;48
8602;238;7;9;5
8603;2;207;2;197
8604;0;68;0;64
8605;62;136;13;80
8606;12;154;10;148
8607;145;70;135;62
8608;44;175;24;91
8609;11;19;4;17
8610;50;149;17;63
8611;0;111;0;72
8612;0;172;0;107
8613;57;62;50;57
8614;8;96;5;64
8615;6;85;2;58
8616;19;161;5;131
8617;158;70;129;66
8618;62;144;56;141
8619;35;89;19;83
8620;28;89;10;60
8621;67;141;57;139
8622;53;133;22;48
8623;136;72;36;31
8624;4;172;3;162
8625;118;85;53;44
8626;2;95;0;73
8627;26;200;24;180
8628;21;195;15;122
8629;2;110;0;31
8630;47;163;43;153
8631;0;98;0;90
8632;1;110;1;59
8633;143;79;132;79
8634;1;163;0;141
8635;2;175;2;101
8636;0;144;0;64
8637;80;119;77;116
8638;25;194;24;187
8639;30;55;30;53
8640;55;187;42;137
8641;32;180;24;117
8642;46;155;38;146
8643;13;33;11;25
8644;0;91;0;61
8645;0;150;0;125
8646;47;116;20;90
8647;6;58;5;45
8648;86;80;11;54
8649;22;127;20;64
8650;45;115;24;48
8651;28;40;4;21
8652;118;115;112;105
8653;78;57;43;45
8654;0;66;0;62
8655;55;146;26;106
8656;0;130;0;109
8657;186;31;93;22
8658;1;106;0;103
8659;0;139;0;113
8660;0;76;0;59
8661;72;166;64;131
8662;132;71;75;62
8663;81;20;41;20
8664;113;71;95;71
8665;63;182;63;165
8666;2;33;0;30
8667;4;54;2;33
8668;15;153;12;105
8669;180;50;47;37
8670;189;23;169;18
8671;152;68;21;26
8672;89;65;70;37
8673;168;72;13;7
8674;3;54;1;43
8675;29;203;19;80
8676;87;78;73;68
8677;33;118;25;100
8678;19;125;2;10
8679;8;105;7;75
8680;107;76;100;45
8681;2;148;2;141
8682;52;185;47;178
8683;35;193;31;179
8684;134;103;130;90
8685;2;137;2;122
8686;65;102;65;69
8687;56;157;53;129
8688;54;108;6;40
8689;177;55;51;46
8690;1;156;1;141
8691;60;112;40;88
8692;38;148;18;99
8693;64;95;9;62
8694;1;155;1;85
8695;80;49;47;38
8696;65;129;29;38
8697;2;170;0;164
8698;1;82;0;68
8699;160;54;101;43
8700;20;122;8;64
8701;15;59;10;40
8702;66;54;39;43
8703;176;0;174;0
8704;45;130;43;121
8705;65;155;54;127
8706;21;137;18;112
8707;1;215;0;130
8708;176;7;151;4
8709;71;110;24;59
8710;51;83;28;79
8711;0;77;0;57
8712;27;191;27;187
8713;10;134;3;72
8714;90;142;90;85
8715;1;140;0;126
8716;58;44;43;43
8717;122;81;68;50
8718;107;109;78;64
8719;10;80;2;52
8720;1;162;0;151
8721;91;117;88;89
8722;86;128;55;116
8723;130;67;38;42
8724;6;102;3;75
8725;8;107;5;44
8726;0;69;0;43
8727;18;162;8;156
8728;210;12;16;7
8729;92;143;64;127
8730;1;147;1;129
8731;9;163;9;155
8732;49;150;36;125
8733;72;172;8;27
8734;164;68;41;46
8735;101;95;87;94
8736;204;1;67;1
8737;1;78;1;62
8738;8;169;2;21
8739;8;158;3;149
8740;112;70;39;37
8741;71;128;63;104
8742;57;116;44;107
8743;8;18;7;16
8744;1;94;0;72
8745;116;100;96;90
8746;45;98;45;96
8747;112;81;106;79
8748;1;95;0;91
8749;1;158;1;147
8750;3;88;1;53
8751;3;55;1;54
8752;0;50;0;40
8753;12;196;12;180
8754;74;66;26;65
8755;49;188;39;181
8756;1;158;1;95
8757;50;60;41;58
8758;76;142;10;52
8759;10;50;5;32
8760;15;223;14;153
8761;0;130;0;77
8762;156;35;88;25
8763;3;170;0;81
8764;1;126;1;111
8765;7;133;4;119
8766;67;72;42;47
8767;29;160;27;154
8768;183;0;180;0
8769;0;135;0;130
8770;3;105;1;51
8771;58;141;40;66
8772;4;192;4;168
8773;195;0;55;0
8774;39;70;9;52
8775;106;74;93;72
8776;51;74;13;49
8777;4;208;2;182
8778;0;132;0;121
8779;3;177;3;160
8780;101;103;4;69
8781;183;34;20;8
8782;24;208;21;207
8783;63;61;31;52
8784;12;91;2;75
8785;12;109;7;94
8786;102;73;79;67
8787;68;140;45;33
8788;29;190;14;149
8789;1;175;0;57
8790;38;145;24;128
8791;90;38;32;24
8792;16;74;9;40
8793;31;95;26;87
8794;160;32;68;20
8795;0;157;0;119
8796;164;10;54;5
8797;4;102;1;74
8798;145;65;101;53
8799;33;139;30;126
8800;5;186;4;152
8801;0;34;0;24
8802;16;57;11;41
8803;50;98;30;87
8804;0;59;0;54
8805;27;172;2;9
8806;102;55;58;36
8807;44;125;19;87
8808;1;18;0;13
8809;5;115;3;108
8810;89;116;53;48
8811;7;204;7;194
8812;62;101;19;79
8813;23;147;9;113
8814;6;84;3;78
8815;22;49;19;37
8816;0;84;0;71
8817;1;100;1;42
8818;151;43;115;22
8819;9;175;4;79
8820;61;166;55;165
8821;66;101;62;87
8822;2;70;2;63
8823;42;144;39;135
8824;30;43;4;39
8825;53;75;9;56
8826;37;154;25;93
8827;52;162;48;156
8828;1;56;0;47
8829;2;55;0;31
8830;104;115;18;82
8831;48;173;36;70
8832;16;48;6;33
8833;56;131;6;55
8834;175;30;159;29
8835;19;137;8;94
8836;0;146;0;103
8837;134;55;116;39
8838;56;114;52;94
8839;1;59;0;49
8840;65;89;8;86
8841;0;102;0;88
8842;0;84;0;76
8843;0;160;0;66
8844;162;62;152;60
8845;137;40;84;33
8846;0;172;0;120
8847;19;182;14;94
8848;15;213;12;180
8849;136;35;93;2
8850;210;5;89;5
8851;42;137;7;98
8852;140;42;33;27
8853;45;67;9;57
8854;1;144;1;42
8855;2;137;1;113
8856;11;127;11;93
8857;68;118;47;95
8858;14;209;12;179
8859;4;114;3;111
8860;141;84;133;78
8861;0;69;0;26
8862;0;9;0;8
8863;73;94;51;72
8864;103;94;95;83
8865;1;114;0;57
8866;137;65;125;60
8867;0;81;0;64
8868;56;56;7;41
8869;3;196;1;33
8870;80;111;10;56
8871;47;62;16;47
8872;73;115;34;90
8873;72;81;30;57
8874;176;42;40;38
8875;55;52;50;45
8876;40;41;5;26
8877;9;73;8;65
8878;68;103;1;10
8879;70;147;65;127
8880;6;175;6;163
8881;168;26;162;24
8882;16;113;15;97
8883;0;91;0;78
8884;0;79;0;75
8885;94;114;94;111
8886;23;194;7;58
8887;159;69;8;15
8888;0;139;0;75
8889;195;33;2;5
8890;32;173;10;85
8891;29;113;18;92
8892;114;67;18;28
8893;31;111;23;98
8894;71;108;43;82
8895;10;173;4;142
8896;8;79;3;71
8897;1;124;0;105
8898;32;81;27;69
8899;0;135;0;93
8900;24;133;21;123
8901;75;97;36;44
8902;54;155;47;97
8903;22;137;20;129
8904;67;60;63;59
8905;27;160;20;155
8906;22;151;17;127
8907;5;139;2;34
8908;175;1;94;0
8909;108;87;75;69
8910;4;177;4;161
8911;111;102;96;98
8912;11;86;3;79
8913;30;167;2;41
8914;12;132;2;39
8915;216;9;215;9
8916;25;104;15;55
8917;86;34;41;27
8918;0;87;0;70
8919;6;160;2;156
8920;4;119;3;91
8921;147;53;146;50
8922;69;85;39;33
8923;52;70;38;60
8924;52;141;41;127
8925;58;111;57;111
8926;0;104;0;41
8927;16;147;0;47
8928;8;213;6;187
8929;159;57;74;42
8930;92;101;36;85
8931;6;138;2;117
8932;0;97;0;89
8933;92;139;83;138
8934;96;107;6;48
8935;9;77;2;60
8936;1;52;1;23
8937;13;100;1;52
8938;150;42;47;10
8939;50;134;40;126
8940;1;168;0;93
8941;11;84;7;65
8942;16;61;5;47
8943;71;86;15;46
8944;6;92;4;87
8945;65;84;47;61
8946;30;129;21;101
8947;104;83;61;48
8948;0;104;0;98
8949;180;19;139;13
8950;2;52;0;51
8951;30;41;28;32
8952;2;181;2;174
8953;13;101;8;48
8954;28;193;28;164
8955;17;187;10;179
8956;123;71;121;67
8957;111;81;99;51
8958;3;135;3;92
8959;44;80;35;69
8960;4;33;1;26
8961;2;63;0;56
8962;1;75;0;53
8963;175;4;123;3
8964;57;74;39;55
8965;82;97;47;64
8966;164;49;117;43
8967;25;180;9;48
8968;5;44;5;36
8969;163;69;37;32
8970;152;64;72;35
8971;8;195;4;184
8972;2;151;2;145
8973;5;93;0;76
8974;0;181;0;74
8975;82;61;13;45
8976;0;161;0;140
8977;2;72;1;64
8978;0;189;0;180
8979;35;108;14;62
8980;15;130;13;124
8981;46;52;7;26
8982;9;184;8;180
8983;44;40;40;17
8984;27;55;26;51
8985;85;108;22;59
8986;138;49;135;44
8987;72;110;39;68
8988;23;138;17;122
8989;40;139;29;117
8990;9;85;4;52
8991;79;56;30;37
8992;10;127;10;127
8993;65;50;39;48
8994;0;91;0;74
8995;36;182;33;169
8996;0;188;0;91
8997;7;172;3;134
8998;8;89;8;82
8999;0;112;0;112
9000;1;117;1;66
9001;2;150;0;123
9002;69;148;59;142
9003;6;127;2;94
9004;125;68;93;55
9005;61;89;24;55
9006;171;37;20;12
9007;12;178;12;145
9008;82;115;14;53
9009;12;151;2;125
9010;45;176;20;161
9011;1;76;0;57
9012;0;139;0;112
9013;62;77;50;67
9014;1;71;0;26
9015;10;59;8;55
9016;0;108;0;88
9017;10;137;5;64
9018;35;149;34;85
9019;0;5;0;5
9020;5;53;0;30
9021;93;70;71;65
9022;118;72;81;53
9023;40;101;33;85
9024;23;56;12;46
9025;3;75;3;61
9026;194;1;177;1
9027;44;115;40;93
9028;34;131;30;118
9029;30;70;27;42
9030;4;82;3;46
9031;21;153;21;136
9032;167;59;38;27
9033;24;147;14;139
9034;1;123;0;113
9035;0;175;0;164
9036;76;102;75;99
9037;12;124;5;45
9038;61;119;35;64
9039;9;166;0;37
9040;4;40;1;37
9041;49;163;31;152
9042;20;80;4;51
9043;6;183;3;117
9044;113;49;70;42
9045;2;70;1;65
9046;0;190;0;167
9047;37;45;19;28
9048;60;161;55;160
9049;78;131;58;107
9050;144;14;14;13
9051;53;61;23;51
9052;1;98;0;72
9053;15;126;8;75
9054;42;166;41;156
9055;8;66;5;52
9056;24;168;10;122
9057;2;172;1;149
9058;27;97;16;75
9059;32;166;22;121
9060;158;17;82;13
9061;79;102;70;79
9062;0;113;0;113
9063;6;142;5;86
9064;0;62;0;62
9065;50;88;36;55
9066;1;48;0;22
9067;131;9;43;8
9068;65;95;58;77
9069;58;104;26;75
9070;0;198;0;192
9071;8;110;4;72
9072;11;116;5;61
9073;23;62;17;62
9074;159;61;82;46
9075;114;81;109;80
9076;207;3;30;2
9077;22;83;11;70
9078;156;52;8;8
9079;16;134;9;112
9080;0;176;0;78
9081;1;36;0;28
9082;110;52;6;33
9083;0;205;0;189
9084;59;10;26;9
9085;144;33;79;23
9086;18;125;6;69
9087;74;63;42;55
9088;86;111;71;96
9089;4;171;4;155
9090;68;62;56;53
9091;3;148;1;40
9092;115;105;19;19
9093;197;16;38;12
9094;2;89;0;62
9095;18;133;9;117
9096;0;78;0;30
9097;128;89;44;12
9098;4;113;3;46
9099;125;66;122;42
9100;0;170;0;61
9101;44;66;29;54
9102;67;157;63;156
9103;19;109;13;99
9104;77;138;30;49
9105;72;112;57;106
9106;77;38;22;11
9107;0;138;0;33
9108;19;83;3;65
9109;47;179;45;171
9110;16;153;3;54
9111;98;111;74;76
9112;8;115;7;41
9113;72;155;58;15
9114;2;158;2;150
9115;127;73;121;70
9116;7;107;3;68
9117;147;59;104;36
9118;159;51;52;27
9119;15;203;13;190
9120;12;117;8;99
9121;42;70;42;56
9122;0;122;0;80
9123;36;66;15;48
9124;124;39;101;20
9125;9;135;2;97
9126;17;137;16;115
9127;78;115;53;64
9128;54;165;53;161
9129;91;122;81;110
9130;149;39;142;38
9131;21;181;10;164
9132;141;76;98;68
9133;2;70;2;51
9134;94;79;78;50
9135;109;96;55;38
9136;107;77;104;72
9137;88;57;18;37
9138;75;130;45;87
9139;4;114;0;29
9140;18;141;16;141
9141;11;100;8;70
9142;39;138;23;115
9143;0;124;0;97
9144;102;64;59;50
9145;126;89;118;88
9146;11;37;11;36
9147;19;162;10;108
9148;16;100;7;85
9149;8;152;3;123
9150;24;102;24;89
9151;1;153;0;110
9152;42;118;9;49
9153;4;37;2;28
9154;155;39;153;34
9155;11;81;5;70
9156;106;82;86;69
9157;10;68;6;54
9158;3;189;3;95
9159;3;63;0;35
9160;87;111;10;16
9161;2;162;1;85
9162;71;33;2;16
9163;3;163;3;156
9164;21;140;17;126
9165;16;131;16;125
9166;127;75;112;45
9167;0;133;0;79
9168;36;93;36;87
9169;2;87;2;59
9170;138;48;27;31
9171;164;32;144;11
9172;164;31;156;30
9173;0;43;0;30
9174;39;153;12;79
9175;86;64;23;50
9176;39;77;13;47
9177;17;39;9;32
9178;31;150;4;96
9179;13;145;8;95
9180;21;44;2;18
9181;72;99;69;93
9182;5;89;2;82
9183;31;130;26;76
9184;5;47;1;41
9185;70;113;23;108
9186;0;162;0;142
9187;140;66;133;66
9188;164;54;28;9
9189;53;85;37;48
9190;182;0;100;0
9191;10;93;3;64
9192;52;106;46;87
9193;0;129;0;99
9194;6;133;6;124
9195;54;58;2;44
9196;58;92;18;68
9197;117;46;59;36
9198;3;50;0;33
9199;55;139;27;70
9200;137;43;127;41
9201;85;95;58;93
9202;67;123;12;88
9203;5;94;0;69
9204;45;145;17;64
9205;1;144;0;83
9206;16;97;15;79
9207;32;121;13;94
9208;8;98;4;70
9209;30;153;29;135
9210;107;78;7;13
9211;8;175;3;99
9212;221;1;14;0
9213;138;65;120;60
9214;17;58;9;55
9215;48;83;40;56
9216;29;138;6;75
9217;6;215;5;210
9218;81;108;22;60
9219;9;65;1;50
9220;16;45;9;28
9221;4;119;1;100
9222;65;129;43;42
9223;0;216;0;166
9224;77;127;12;38
9225;151;20;150;18
9226;6;141;1;44
9227;40;128;15;58
9228;23;165;17;163
9229;70;54;28;40
9230;0;56;0;33
9231;119;38;110;32
9232;0;84;0;84
9233;26;116;25;94
9234;0;124;0;120
9235;67;84;30;66
9236;21;184;19;175
9237;185;20;184;19
9238;116;93;44;58
9239;128;70;114;55
9240;19;168;3;64
9241;71;57;48;41
9242;29;52;2;26
9243;39;145;24;77
9244;42;112;21;68
9245;7;69;0;45
9246;146;52;102;34
9247;69;129;45;79
9248;37;90;36;77
9249;22;110;1;27
9250;0;85;0;68
9251;27;172;11;113
9252;72;128;35;97
9253;124;44;118;44
9254;34;148;7;29
9255;11;114;11;89
9256;9;78;9;65
9257;56;111;53;111
9258;36;161;32;72
9259;42;165;18;131
9260;50;162;47;151
9261;101;80;58;79
9262;0;84;0;45
9263;0;168;0;132
9264;3;87;2;76
9265;6;87;1;36
9266;35;63;17;44
9267;0;83;0;71
9268;71;130;45;76
9269;3;66;2;46
9270;11;53;1;53
9271;27;110;19;79
9272;51;158;50;157
9273;9;191;9;182
9274;62;111;35;92
9275;1;151;0;67
9276;15;96;13;80
9277;0;172;0;128
9278;0;127;0;126
9279;4;115;4;72
9280;2;185;0;59
9281;6;64;3;40
9282;1;93;1;73
9283;7;90;2;82
9284;20;73;19;65
9285;0;133;0;44
9286;87;46;10;31
9287;190;2;117;2
9288;19;95;5;30
9289;106;38;86;38
9290;135;55;133;44
9291;44;119;0;22
9292;63;101;61;98
9293;39;36;27;19
9294;6;50;0;42
9295;13;84;11;76
9296;89;108;84;94
9297;4;50;1;48
9298;30;70;13;45
9299;3;179;0;123
9300;0;181;0;141
9301;180;38;15;0
9302;72;135;40;121
9303;1;75;0;69
9304;97;110;94;101
9305;2;122;1;116
9306;4;70;4;60
9307;35;166;18;93
9308;47;114;46;99
9309;116;93;115;89
9310;43;100;16;65
9311;5;176;3;17
9312;5;101;5;100
9313;133;30;102;24
9314;1;91;1;74
9315;14;105;6;77
9316;143;32;115;26
9317;1;154;0;94
9318;73;65;33;48
9319;87;105;60;70
9320;57;148;15;52
9321;127;55;2;29
9322;196;0;102;0
9323;11;92;11;66
9324;178;10;176;9
9325;6;88;2;24
9326;28;179;23;161
9327;92;110;74;91
9328;55;97;48;90
9329;37;108;1;51
9330;146;62;70;48
9331;20;170;20;112
9332;9;129;4;91
9333;4;42;2;29
9334;37;93;30;53
9335;142;80;60;21
9336;0;132;0;115
9337;16;108;8;80
9338;40;95;22;60
9339;1;67;1;53
9340;36;119;10;62
9341;2;44;2;42
9342;5;125;1;46
9343;22;75;16;66
9344;153;58;29;34
9345;0;78;0;45
9346;126;79;85;49
9347;71;115;43;73
9348;85;124;41;84
9349;180;19;167;11
9350;7;159;1;46
9351;108;68;38;61
9352;43;104;29;62
9353;27;173;3;21
9354;1;111;0;69
9355;4;95;3;75
9356;12;132;11;63
9357;15;86;12;61
9358;97;37;56;30
9359;0;160;0;49
9360;11;55;3;42
9361;1;148;0;59
9362;53;46;7;19
9363;9;106;4;81
9364;32;58;13;42
9365;28;159;17;137
9366;0;90;0;76
9367;181;2;65;2
9368;68;129;12;40
9369;3;181;2;57
9370;134;75;27;47
9371;85;59;51;54
9372;5;134;5;126
9373;80;59;9;31
9374;167;16;66;9
9375;9;171;5;161
9376;55;102;7;31
9377;39;135;28;119
9378;30;113;25;107
9379;175;4;55;0
9380;79;136;67;127
9381;6;157;4;122
9382;24;77;24;77
9383;15;147;14;130
9384;3;145;0;79
9385;5;184;3;175
9386;18;105;0;67
9387;15;68;1;28
9388;25;126;20;121
9389;32;68;19;47
9390;85;113;47;33
9391;129;41;16;14
9392;0;175;0;155
9393;2;165;2;102
9394;2;100;1;55
9395;30;133;14;92
9396;9;181;6;173
9397;1;89;0;67
9398;97;81;87;48
9399;141;51;99;47
9400;77;114;62;56
9401;98;46;38;27
9402;110;65;108;63
9403;0;126;0;118
9404;22;64;21;37
9405;175;15;121;12
9406;0;122;0;119
9407;30;56;24;53
9408;0;125;0;99
9409;24;142;17;69
9410;14;123;11;116
9411;1;152;0;122
9412;16;183;10;146
9413;37;160;4;41
9414;76;73;27;41
9415;67;80;48;63
9416;54;101;6;29
9417;96;94;52;81
9418;42;24;27;21
9419;7;80;7;56
9420;90;97;84;79
9421;94;112;86;102
9422;26;75;25;74
9423;67;105;51;76
9424;5;106;5;75
9425;55;74;55;70
9426;1;101;1;88
9427;50;98;25;57
9428;14;155;14;153
9429;1;89;1;71
9430;23;140;10;70
9431;98;57;23;26
9432;16;124;5;80
9433;2;31;1;25
9434;69;142;64;127
9435;0;109;0;44
9436;86;70;52;55
9437;113;102;106;80
9438;43;107;30;69
9439;71;119;54;87
9440;69;82;1;55
9441;28;132;8;96
9442;68;142;68;125
9443;87;107;83;101
9444;17;153;11;78
9445;29;131;18;76
9446;162;37;9;29
9447;62;112;47;89
9448;31;151;11;141
9449;35;164;16;160
9450;24;134;16;116
9451;0;95;0;47
9452;22;151;22;120
9453;9;33;5;33
9454;23;142;6;55
9455;96;18;42;9
9456;95;78;63;66
9457;13;167;12;139
9458;63;59;33;59
9459;121;79;45;19
9460;13;98;12;96
9461;11;77;5;45
9462;0;117;0;88
9463;16;162;16;159
9464;8;60;4;31
9465;3;135;1;79
9466;58;103;35;46
9467;0;9;0;9
9468;104;99;84;60
9469;0;151;0;67
9470;5;122;5;101
9471;83;99;21;19
9472;0;168;0;152
9473;54;135;44;94
9474;138;44;15;23
9475;0;187;0;145
9476;81;48;11;48
9477;0;80;0;59
9478;24;134;19;95
9479;147;49;134;49
9480;6;46;2;40
9481;5;103;5;84
9482;10;46;7;36
9483;21;110;21;108
9484;5;67;4;49
9485;66;113;65;97
9486;44;104;42;87
9487;40;148;38;65
9488;126;59;34;23
9489;146;46;57;21
9490;83;79;19;32
9491;0;51;0;51
9492;15;94;2;48
9493;11;104;8;86
9494;0;44;0;32
9495;38;63;36;61
9496;54;18;25;12
9497;0;155;0;90
9498;17;102;5;52
9499;148;23;132;19
9500;37;35;18;30
9501;31;142;19;89
9502;140;51;93;32
9503;27;46;26;42
9504;69;132;37;123
9505;4;56;2;43
9506;0;174;0;164
9507;6;116;4;105
9508;81;77;52;69
9509;47;21;43;19
9510;13;183;7;154
9511;150;26;89;20
9512;4;62;2;59
9513;50;123;39;97
9514;24;133;20;105
9515;2;67;2;48
9516;31;173;2;7
9517;67;71;23;32
9518;2;124;1;105
9519;3;86;1;77
9520;148;44;120;33
9521;140;64;3;26
9522;5;145;1;117
9523;0;64;0;52
9524;84;75;25;16
9525;54;143;54;142
9526;135;52;46;32
9527;97;33;30;16
9528;5;127;0;38
9529;81;129;34;90
9530;113;71;70;68
9531;0;168;0;113
9532;15;91;10;71
9533;130;31;27;24
9534;19;124;13;86
9535;22;164;22;146
9536;71;32;4;17
9537;18;120;9;64
9538;119;64;69;37
9539;2;196;1;181
9540;2;86;0;53
9541;2;83;1;72
9542;0;165;0;61
9543;62;54;23;38
9544;54;70;13;48
9545;99;105;68;61
9546;29;134;20;38
9547;37;90;30;83
9548;0;119;0;102
9549;75;59;38;45
9550;44;124;18;41
9551;10;184;5;120
9552;1;93;0;23
9553;14;94;9;40
9554;5;74;2;67
9555;0;35;0;35
9556;96;107;69;106
9557;112;37;103;27
9558;8;42;3;30
9559;5;130;0;47
9560;91;66;52;55
9561;4;176;1;99
9562;30;108;19;58
9563;0;167;0;157
9564;143;45;123;36
9565;146;41;142;4
9566;76;90;55;51
9567;17;37;0;25
9568;7;90;2;72
9569;138;55;121;49
9570;14;160;7;100
9571;0;62;0;39
9572;54;71;48;69
9573;112;75;31;27
9574;26;114;18;70
9575;0;137;0;60
9576;177;2;66;1
9577;50;118;22;54
9578;18;88;14;53
9579;4;22;1;17
9580;6;141;2;46
9581;74;111;66;81
9582;6;114;2;76
9583;40;99;38;68
9584;28;71;10;36
9585;7;145;1;76
9586;113;89;78;84
9587;19;136;14;119
9588;2;99;1;98
9589;26;161;21;140
9590;52;49;20;32
9591;4;113;4;85
9592;0;114;0;76
9593;85;99;81;94
9594;26;108;9;69
9595;0;48;0;37
9596;13;126;1;55
9597;41;157;39;119
9598;8;106;2;81
9599;25;78;17;43
9600;0;92;0;75
9601;78;116;64;100
9602;18;45;15;43
9603;18;85;2;47
9604;16;125;12;114
9605;9;78;6;40
9606;14;137;12;122
9607;8;129;3;38
9608;69;124;63;118
9609;3;35;3;24
9610;25;145;19;127
9611;67;100;42;72
9612;61;124;44;91
9613;3;128;0;117
9614;29;94;28;93
9615;55;69;24;50
9616;14;62;8;47
9617;19;88;6;52
9618;10;76;9;60
9619;1;65;1;50
9620;108;35;86;32
9621;49;144;33;113
9622;176;21;5;15
9623;21;179;14;172
9624;16;89;15;52
9625;1;84;0;48
9626;18;92;11;42
9627;65;71;47;53
9628;11;97;0;52
9629;6;55;3;37
9630;61;54;17;39
9631;4;159;4;122
9632;5;76;5;55
9633;0;171;0;171
9634;0;75;0;48
9635;116;55;68;37
9636;0;181;0;181
9637;91;65;81;47
9638;0;87;0;63
9639;27;170;24;154
9640;38;101;15;53
9641;0;168;0;29
9642;154;16;73;8
9643;136;69;135;69
9644;169;0;114;0
9645;89;104;68;74
9646;0;180;0;151
9647;66;134;44;128
9648;22;52;16;52
9649;2;98;0;87
9650;97;34;71;29
9651;49;115;15;108
9652;173;6;161;6
9653;143;6;93;2
9654;0;92;0;38
9655;178;4;160;0
9656;24;78;3;57
9657;0;67;0;65
9658;5;191;5;185
9659;3;49;0;30
9660;109;67;63;52
9661;0;113;0;108
9662;0;138;0;96
9663;117;24;77;22
9664;46;35;46;31
9665;16;138;12;123
9666;94;98;88;94
9667;59;99;34;77
9668;1;68;1;51
9669;22;120;15;62
9670;12;129;11;112
9671;150;39;56;36
9672;1;27;0;22
9673;43;82;38;57
9674;159;20;113;16
9675;7;88;2;82
9676;7;119;4;60
9677;12;122;12;107
9678;34;162;33;156
9679;1;66;1;60
9680;19;60;7;47
9681;0;90;0;69
9682;69;114;40;93
9683;32;118;1;61
9684;6;93;4;69
9685;8;100;5;61
9686;42;153;16;83
9687;64;119;46;79
9688;3;132;2;71
9689;21;170;20;168
9690;63;70;55;68
9691;87;88;5;43
9692;103;81;20;48
9693;23;107;19;71
9694;1;51;0;29
9695;27;129;1;43
9696;60;105;32;64
9697;3;106;2;75
9698;0;133;0;98
9699;108;72;32;57
9700;0;78;0;69
9701;32;94;1;26
9702;87;61;54;56
9703;63;80;18;53
9704;5;67;1;30
9705;45;61;20;29
9706;17;52;13;39
9707;1;53;0;51
9708;5;99;5;97
9709;6;141;1;86
9710;108;61;99;56
9711;1;128;1;101
9712;4;124;1;93
9713;2;151;2;32
9714;7;82;6;43
9715;8;92;0;68
9716;55;75;48;63
9717;14;165;11;85
9718;1;152;1;55
9719;5;121;0;34
9720;2;17;2;13
9721;0;47;0;28
9722;62;102;45;68
9723;114;82;92;77
9724;8;162;7;129
9725;0;193;0;73
9726;202;1;42;1
9727;56;68;35;49
9728;24;173;11;158
9729;142;46;117;46
9730;0;123;0;73
9731;1;130;0;105
9732;1;146;0;108
9733;0;48;0;32
9734;2;194;2;183
9735;4;173;2;143
9736;38;73;12;46
9737;9;89;8;52
9738;83;79;26;25
9739;82;98;31;46
9740;0;142;0;141
9741;103;70;21;25
9742;122;54;77;41
9743;43;96;24;60
9744;0;85;0;82
9745;10;153;2;87
9746;2;170;2;115
9747;2;52;0;49
9748;8;134;4;39
9749;0;106;0;66
9750;18;137;5;80
9751;36;65;20;41
9752;0;157;0;108
9753;15;120;3;64
9754;1;96;1;74
9755;54;136;44;112
9756;95;33;41;28
9757;22;160;20;131
9758;136;42;32;33
9759;0;134;0;118
9760;123;37;72;32
9761;14;124;13;71
9762;142;20;33;13
9763;0;94;0;87
9764;8;32;5;26
9765;12;31;8;30
9766;1;54;1;40
9767;93;95;85;55
9768;77;61;35;40
9769;74;110;71;108
9770;43;76;41;65
9771;48;78;14;41
9772;0;171;0;87
9773;3;48;1;41
9774;35;127;12;108
9775;3;52;3;51
9776;35;121;28;90
9777;0;96;0;70
9778;93;90;18;51
9779;2;28;1;26
9780;156;8;53;8
9781;107;70;73;55
9782;37;20;26;18
9783;73;93;63;88
9784;23;101;20;98
9785;30;124;21;92
